FOLIO,ENT,FAC_ELE,EST_DIS,UPM_DIS,biare,conf_gente,conf_conoce,cuenta_fami,cuenta_no_fami,f_reun_soc,f_reun_iglesia,f_reun_comp_esc,f_reun_depor,f_reun_comp_trab,f_reun_familiares,f_reun_ami_parej,f_reun_otr_ami,p_vecinos_padres,p_ong,p_voluntariado,p_autoayuda,p_org_depor,p_sindicato,p_filantropia,vecinos_nombre,apoyo_no _famil,donativo_org_apoyo,donativo_org_amb,trab_volun,asist_iglesia,org_iglesia
23089,24,1971,337,0003602,4,2,2,1,0,1,1,1,1,1,2,3,2,0,0,0,0,0,0,0,6,0,0,0,0,1,0
23090,25,2913,347,0003603,10,9,10,1,1,2,2,2,3,3,3,3,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0
23091,25,1873,347,0003603,8,6,8,1,1,3,2,1,1,1,3,3,3,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23092,25,1942,347,0003603,10,5,5,1,0,2,1,1,1,1,5,4,4,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23093,25,2913,347,0003603,8,6,7,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,7,1,1,0,1,1,0
23094,25,1873,347,0003603,10,7,8,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0
23095,25,2025,347,0003604,10,8,10,1,1,2,1,2,1,2,4,4,4,0,0,0,0,0,0,0,7,1,1,0,0,1,0
23096,25,3037,347,0003604,8,5,5,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23097,25,3905,347,0003604,10,5,5,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,6,1,1,0,0,0,0
23098,25,3648,347,0003605,10,6,9,1,1,1,1,4,2,1,4,2,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0
23099,25,1824,347,0003605,10,8,10,1,1,3,1,1,1,3,5,3,1,0,0,0,0,0,1,0,7,1,1,0,0,1,0
23100,25,3648,347,0003605,8,7,8,1,1,1,1,4,3,2,3,1,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23101,25,2837,347,0003605,9,6,9,1,1,1,1,2,1,1,4,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23102,25,2756,346,0003606,9,8,8,1,1,1,1,2,1,1,3,1,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23103,25,1378,346,0003606,10,4,8,1,1,3,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
23104,25,1329,346,0003606,10,0,8,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23105,25,1329,346,0003606,10,9,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23106,25,2008,346,0003607,7,0,10,1,1,5,5,1,3,3,4,5,5,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23107,25,646,346,0003607,8,7,7,1,1,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0
23108,25,2008,346,0003607,9,9,9,1,1,1,1,2,1,1,5,2,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23109,25,2838,347,0003608,9,6,8,1,1,3,1,2,5,4,5,4,5,0,0,0,0,1,0,0,7,1,0,0,0,0,0
23110,25,1962,347,0003608,8,8,9,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23111,25,2942,347,0003608,9,7,9,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,1,0,0,1,0
23112,25,1892,347,0003608,9,5,5,1,0,2,1,1,1,3,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
23113,25,2285,346,0003609,7,5,8,1,0,1,1,2,3,4,5,2,2,0,0,0,1,0,0,0,3,0,0,0,0,1,0
23114,25,1523,346,0003609,9,4,5,1,0,2,2,1,3,2,4,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23115,25,1523,346,0003609,9,8,10,1,1,1,1,3,2,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,1,1,0
23116,25,762,346,0003609,8,5,8,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0
23117,25,1523,346,0003609,8,3,5,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23118,25,2099,346,0003610,6,5,8,1,1,1,1,1,1,2,4,3,1,0,0,0,0,0,0,0,7,1,1,0,0,0,0
23119,25,1451,346,0003610,7,0,0,1,1,2,1,4,1,4,3,1,3,0,0,0,0,0,0,0,7,0,1,0,0,0,0
23120,25,1399,346,0003610,8,3,6,1,0,2,1,1,4,2,3,4,2,0,0,0,0,1,0,0,7,0,0,0,0,1,0
23121,25,1451,346,0003610,10,7,8,1,1,1,4,1,1,1,1,1,1,0,0,0,0,0,0,1,5,1,0,0,1,1,0
23122,25,2902,346,0003610,5,3,10,1,0,1,1,1,1,1,3,3,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23123,25,2003,346,0003611,8,0,5,1,1,1,1,1,1,2,5,4,5,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23124,25,1385,346,0003611,8,8,9,1,1,1,5,2,1,4,4,4,1,0,0,0,1,0,0,0,7,1,1,0,0,1,1
23125,25,2077,346,0003611,6,4,6,1,1,1,1,3,1,1,3,1,5,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23126,25,692,346,0003611,10,9,9,1,1,1,1,1,1,1,5,4,3,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23127,25,1385,346,0003611,10,6,10,1,1,1,1,2,1,3,3,1,2,0,0,0,0,0,0,0,7,1,0,0,0,1,0
23128,25,920,345,0003612,8,5,7,1,1,2,3,4,1,1,3,1,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0
23129,25,1909,345,0003612,6,2,6,1,1,1,1,2,1,1,5,4,3,0,0,0,0,0,0,0,5,1,1,0,0,1,0
23130,25,1909,345,0003612,6,7,9,1,1,4,3,1,1,1,5,2,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23131,25,1504,346,0003613,10,2,3,1,1,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23132,25,3119,346,0003613,9,7,10,1,1,2,2,2,1,2,3,1,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23133,25,3760,346,0003613,9,9,10,1,1,1,1,4,3,4,4,4,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0
23134,25,2835,346,0003614,10,10,10,1,0,1,1,2,4,1,5,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0
23135,25,1470,346,0003614,8,7,9,1,1,1,1,2,1,1,3,2,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0
23136,25,735,346,0003614,8,8,9,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
23137,25,2835,346,0003614,8,7,8,1,1,1,1,1,1,2,4,3,3,0,0,0,0,0,0,0,7,1,1,0,0,1,0
23138,25,1669,346,0003615,1,3,5,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
23139,25,1669,346,0003615,10,4,6,1,1,2,1,1,1,2,3,3,2,0,0,0,0,0,0,0,7,1,1,0,1,1,0
23140,25,1731,346,0003615,8,5,5,1,0,1,5,1,1,1,5,2,4,0,0,1,0,0,0,0,7,1,1,0,1,1,1
23141,25,2504,346,0003615,9,8,8,1,1,1,1,1,1,2,2,1,3,0,0,0,0,0,0,0,7,0,0,0,1,0,0
23142,25,1669,346,0003615,8,5,8,1,1,4,1,1,4,5,5,5,5,0,0,0,0,0,0,0,7,1,0,0,1,0,0
23143,25,2123,346,0003616,10,8,10,1,1,2,1,4,1,1,4,1,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23144,25,2831,346,0003616,8,7,10,1,1,1,1,5,1,4,5,1,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23145,25,1416,346,0003616,9,5,7,1,1,2,1,1,1,2,3,2,3,0,0,0,0,0,0,0,7,1,0,0,0,1,0
23146,25,708,346,0003616,8,5,8,1,1,3,2,1,1,1,2,1,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23147,25,1429,346,0003617,10,7,8,1,1,1,1,1,1,3,4,5,1,0,0,0,0,1,1,0,5,1,0,0,0,0,0
23148,25,714,346,0003617,10,6,10,1,1,1,1,4,3,4,4,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23149,25,2222,346,0003617,8,7,9,1,1,2,2,2,2,3,5,4,3,0,0,0,0,0,0,0,7,1,0,0,0,1,0
23150,25,2963,346,0003617,9,7,8,1,0,2,2,2,2,3,3,2,2,0,0,1,0,0,0,1,7,1,1,0,1,1,1
23151,25,2222,346,0003617,8,7,7,1,1,1,2,2,1,2,3,1,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23152,25,2062,346,0003618,10,5,7,1,1,2,1,3,3,2,4,4,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23153,25,2138,346,0003618,10,9,9,1,1,1,5,1,1,2,3,2,3,0,0,0,0,0,0,0,7,1,1,1,1,1,1
23154,25,1374,346,0003618,8,6,10,1,1,1,1,3,2,1,3,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23155,25,687,346,0003618,7,2,5,1,1,2,1,1,3,2,4,3,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0
23156,25,2138,346,0003618,8,5,7,1,1,2,5,1,1,1,3,1,2,0,0,0,0,0,0,1,7,1,0,0,1,1,1
23157,25,5091,345,0003619,8,6,9,1,1,1,3,2,2,4,4,1,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23158,25,2036,345,0003619,9,5,6,1,1,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
23159,25,2036,345,0003619,10,7,10,1,1,1,1,1,3,1,3,2,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23160,25,2036,345,0003619,7,5,6,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
23161,25,3491,347,0003620,7,7,7,0,1,3,1,1,4,5,4,2,2,0,0,0,0,1,0,0,7,1,0,0,1,0,0
23162,25,2715,347,0003620,10,10,10,1,1,5,1,1,1,1,5,3,1,0,0,0,0,0,0,0,7,1,1,1,1,0,0
23163,25,1746,347,0003620,7,6,8,1,0,2,1,1,2,3,5,2,3,0,0,0,0,0,0,0,5,1,0,0,1,0,0
23164,25,1627,347,0003621,9,7,8,1,1,2,1,3,3,3,4,3,3,0,0,0,0,1,0,0,7,1,0,0,0,0,0
23165,25,4216,347,0003621,8,4,6,1,1,1,1,3,4,2,2,3,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0
23166,25,1687,347,0003621,8,6,8,1,1,2,4,4,3,3,5,4,4,0,0,0,0,0,0,0,5,0,0,0,0,1,1
23167,25,2530,347,0003621,10,2,5,1,0,2,2,2,2,1,3,2,1,0,0,0,0,0,0,0,7,0,1,1,0,0,0
23168,25,2825,347,0003622,10,4,8,1,1,1,2,1,1,1,3,2,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23169,25,942,347,0003622,8,8,8,1,1,3,1,2,3,3,4,1,4,1,0,0,0,0,1,0,7,1,0,0,0,1,0
23170,25,2725,347,0003622,10,7,9,1,1,1,1,3,1,2,4,4,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0
23171,25,1816,347,0003622,10,9,9,1,1,1,1,1,1,3,5,4,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0
23172,25,3131,345,0003623,10,5,10,1,0,3,1,1,1,3,5,1,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0
23173,25,3019,345,0003623,10,2,2,0,1,1,1,2,1,3,4,2,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0
23174,25,2087,345,0003623,9,0,9,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0
23175,25,3131,345,0003623,10,6,6,1,0,1,1,2,1,2,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23176,25,4026,345,0003623,9,8,9,1,1,2,1,4,3,3,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23177,25,1876,345,0003624,8,3,6,1,1,2,1,1,1,5,4,4,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0
23178,25,2917,345,0003624,8,7,8,1,0,1,3,1,1,1,2,1,1,0,0,0,0,0,0,0,5,0,1,0,0,1,1
23179,25,1945,345,0003624,10,0,10,1,0,3,2,1,1,1,2,5,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23180,25,4689,345,0003624,6,4,6,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0
23181,25,1876,345,0003624,7,5,7,1,1,2,1,3,1,4,5,4,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0
23182,25,2169,345,0003625,10,5,8,1,1,3,1,3,1,4,5,5,3,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23183,25,2249,345,0003625,10,4,8,1,1,2,1,3,1,4,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23184,25,2249,345,0003625,10,2,3,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0
23185,25,1085,345,0003625,10,9,10,1,1,1,1,1,1,5,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
23186,25,2169,345,0003625,10,3,9,1,1,3,1,3,3,5,5,2,2,0,0,0,0,1,0,0,4,1,0,0,0,0,0
23187,25,1589,341,0003626,9,6,8,1,1,1,1,3,1,1,3,3,3,0,0,0,0,0,0,0,7,1,1,0,0,1,0
23188,25,795,341,0003626,10,5,8,1,1,1,4,1,5,1,5,1,1,0,0,0,0,0,0,0,7,0,1,0,0,1,0
23189,25,1533,341,0003626,10,3,8,1,1,1,1,1,1,3,4,3,4,0,0,0,0,0,1,0,1,1,1,0,0,1,0
23190,25,2001,341,0003627,10,4,7,1,1,3,1,4,4,3,3,3,3,0,0,0,0,0,0,0,6,1,1,1,0,0,0
23191,25,1037,341,0003627,7,8,8,1,1,3,2,2,2,3,3,1,1,0,0,0,0,0,0,0,7,1,1,0,0,1,1
23192,25,2001,341,0003627,9,6,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23193,25,1037,341,0003627,9,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,7,1,1,1,1,0,0
23194,25,757,340,0003628,9,5,3,1,1,3,1,1,1,1,4,1,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1
23195,25,730,340,0003628,7,10,7,1,0,2,1,2,1,2,2,1,4,0,0,0,0,0,0,0,7,0,1,0,0,0,0
23196,25,2272,340,0003628,8,4,4,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23197,25,3652,340,0003628,7,3,5,1,1,2,1,5,3,1,4,3,3,0,0,0,0,0,0,0,7,0,0,1,1,0,0
23198,25,2464,340,0003629,10,4,4,1,1,4,1,1,4,1,2,1,1,0,0,0,0,0,0,0,7,0,1,1,0,1,0
23199,25,2464,340,0003629,9,5,7,1,1,3,5,2,2,3,4,4,3,1,0,0,0,0,0,0,7,1,1,1,1,0,1
23200,25,2464,340,0003629,9,5,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0
23201,25,1643,340,0003629,8,0,10,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
23202,25,776,339,0003630,7,5,5,0,1,1,1,4,5,3,1,1,2,0,0,0,0,1,0,0,7,0,0,0,0,0,0
23203,25,2413,339,0003630,9,6,8,1,1,1,1,1,1,2,3,1,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23204,25,804,339,0003630,7,3,5,1,1,1,1,1,1,1,3,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23205,25,2327,339,0003630,10,5,10,1,1,4,2,1,2,2,2,3,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23206,25,4265,341,0003631,8,3,5,1,1,1,1,2,2,1,5,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0
23207,25,4265,341,0003631,10,6,10,1,1,1,1,3,1,1,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
23208,25,2843,341,0003631,10,4,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23209,25,3067,341,0003632,8,6,8,1,1,2,1,3,2,1,5,2,2,0,0,0,0,0,0,0,7,1,1,0,0,1,0
23210,25,3067,341,0003632,9,6,7,1,0,2,1,2,2,3,4,2,2,0,0,0,0,0,0,0,7,1,1,0,0,0,0
23211,25,3943,341,0003632,9,6,8,1,1,1,1,4,4,1,2,1,3,0,0,0,0,1,0,0,7,0,0,0,0,0,0
23212,25,3034,340,0003633,8,5,9,1,1,3,1,4,4,4,4,2,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23213,25,2195,340,0003633,10,0,10,1,0,1,1,1,1,3,4,1,3,0,0,0,0,0,0,0,7,1,0,1,0,1,0
23214,25,1517,340,0003633,9,0,8,1,0,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0
23215,25,1517,340,0003633,9,8,8,1,1,2,1,1,1,1,4,2,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23216,25,2926,340,0003633,8,8,9,1,1,2,1,3,1,3,4,1,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0
23217,25,1562,340,0003634,9,8,9,1,1,1,1,1,1,4,5,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
23218,25,1620,340,0003634,9,8,10,1,1,1,1,1,1,2,4,1,3,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23219,25,2344,340,0003634,8,6,9,1,1,1,1,3,1,4,5,5,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0
23220,25,2430,340,0003634,10,8,10,1,0,1,1,1,1,1,4,3,1,0,0,0,0,0,0,0,7,1,1,0,0,1,0
23221,25,2271,340,0003635,10,8,9,1,1,1,1,4,3,2,4,3,4,0,0,0,0,0,0,0,7,1,1,0,1,0,0
23222,25,3028,340,0003635,7,2,8,1,1,1,1,1,1,3,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
23223,25,3028,340,0003635,9,4,10,1,1,1,1,3,5,2,2,1,4,0,1,1,1,1,0,0,7,0,1,1,1,0,0
23224,25,2750,340,0003636,10,7,10,1,1,2,1,4,1,2,3,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
23225,25,2652,340,0003636,10,0,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
23226,25,1834,340,0003636,8,8,9,1,1,2,1,1,1,1,4,1,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23227,25,1768,340,0003636,10,3,10,1,1,3,1,5,1,3,5,1,5,0,0,0,0,0,0,0,7,1,0,1,0,0,0
23228,25,3377,340,0003637,9,8,8,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23229,25,4221,340,0003637,9,7,10,1,1,2,1,5,4,1,1,1,2,0,0,0,0,1,0,0,7,1,0,0,0,0,0
23230,25,3377,340,0003637,9,5,5,1,1,2,2,3,3,2,3,2,2,0,0,0,0,0,0,0,6,1,1,1,1,0,0
23231,25,1688,340,0003637,9,0,7,1,1,1,1,3,3,2,5,1,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0
23232,25,2503,339,0003638,9,8,10,1,1,1,1,1,1,1,3,3,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23233,25,1609,339,0003638,9,9,7,1,1,2,3,1,1,1,3,5,1,0,0,0,1,0,0,0,7,1,0,0,0,0,0
23234,25,2414,339,0003638,8,7,10,1,1,1,1,4,1,3,4,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0
23235,25,1609,339,0003638,9,6,8,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
23236,25,2043,339,0003639,10,3,5,1,0,1,1,1,1,2,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23237,25,2118,339,0003639,8,5,8,1,0,4,1,1,1,3,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23238,25,5296,339,0003639,4,6,8,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
23239,25,1022,339,0003639,10,7,10,1,0,1,1,1,1,2,5,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0
23240,25,2043,339,0003639,10,5,9,1,1,3,1,1,1,5,3,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
23241,25,961,339,0003640,10,8,8,1,0,1,1,1,1,1,3,1,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23242,25,2883,339,0003640,10,6,9,1,1,2,1,1,2,3,3,2,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23243,25,1993,339,0003640,8,8,10,1,1,4,1,1,1,3,5,1,5,0,0,0,0,0,0,0,7,1,0,0,0,1,0
23244,25,997,339,0003640,5,0,5,1,1,1,1,1,1,2,3,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
23245,25,3844,339,0003640,10,5,10,1,1,3,1,3,4,3,3,3,2,0,0,0,0,0,0,0,7,1,1,1,0,0,0
23246,25,1623,339,0003641,9,10,10,1,1,3,1,1,1,1,4,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
23247,25,2434,339,0003641,9,4,7,1,0,1,1,3,1,5,1,1,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23247,25,1683,339,0003641,10,6,7,1,0,2,2,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23248,25,1683,339,0003641,8,2,6,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
23249,25,3246,339,0003641,10,6,8,1,1,1,1,1,1,4,1,1,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0
23250,25,3508,341,0003642,10,6,8,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23251,25,1213,341,0003642,9,8,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23252,25,3638,341,0003642,10,9,9,1,1,1,1,5,5,5,5,4,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0
23253,25,1677,340,0003643,9,5,5,1,1,1,1,2,2,2,2,2,2,1,0,0,0,0,1,0,6,0,0,0,1,0,0
23254,25,1677,340,0003643,10,7,9,1,1,3,2,3,3,4,5,4,4,1,0,0,0,0,0,0,7,1,0,0,0,1,0
23255,25,1739,340,0003643,10,6,9,1,1,3,2,1,1,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23256,25,1739,340,0003643,8,5,5,1,1,1,4,1,1,3,4,3,1,0,0,1,1,0,0,0,7,1,1,0,1,1,1
23257,25,563,340,0003644,10,10,10,1,1,1,1,1,1,4,5,1,4,0,0,0,0,0,0,0,4,1,1,0,0,1,0
23258,25,1689,340,0003644,8,8,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,1,0,0,1,0
23259,25,1629,340,0003644,10,8,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,7,1,0,0,0,0,0
23260,25,1126,340,0003644,8,8,8,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,1,0,0,1,0
23261,25,1578,340,0003645,6,8,9,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
23262,25,3043,340,0003645,8,7,8,1,1,1,1,1,1,1,3,1,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0
23263,25,1578,340,0003645,7,0,4,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,1,0,0,0,0
23264,25,1521,340,0003645,8,7,8,1,1,1,1,1,1,2,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23265,25,1745,340,0003646,10,8,7,1,1,3,1,1,1,1,3,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23266,25,1163,340,0003646,8,7,7,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23267,25,1745,340,0003646,10,8,8,1,1,1,1,3,1,1,2,1,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0
23268,25,1595,340,0003647,10,7,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,1,1,0,7,1,0,1,0,1,0
23269,25,1595,340,0003647,9,4,5,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
23270,25,3189,340,0003647,10,8,10,1,1,1,1,1,2,3,2,1,1,0,0,0,0,1,0,0,7,1,1,0,0,0,0
23271,25,1595,340,0003647,8,6,9,1,1,1,5,3,4,5,5,5,5,0,0,0,0,0,0,0,5,1,1,0,1,1,0
23272,25,4753,340,0003648,6,2,4,1,1,2,4,1,1,3,3,3,1,0,0,0,0,0,0,0,7,1,1,0,1,1,0
23273,25,1643,340,0003648,0,0,0,1,1,2,1,1,1,1,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
23274,25,1643,340,0003648,6,8,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,7,1,0,0,0,0,0
23275,25,1584,340,0003648,8,8,8,1,0,3,5,4,5,5,5,5,5,0,0,0,0,0,0,0,7,0,1,1,1,1,0
23276,25,1481,340,0003649,8,5,8,1,1,4,1,1,1,1,5,3,3,0,0,0,0,0,0,0,5,0,0,0,0,1,0
23277,25,2222,340,0003649,5,4,5,1,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23278,25,2222,340,0003649,10,8,8,1,1,1,1,4,2,4,4,1,1,0,0,0,0,0,1,0,7,0,1,1,1,1,0
23279,25,2143,340,0003649,7,4,8,1,1,2,1,1,4,3,5,1,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0
23280,25,1609,340,0003650,10,8,8,1,1,5,3,1,1,3,5,1,5,0,0,0,0,0,0,0,7,1,0,0,0,1,0
23281,25,4022,340,0003650,10,5,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23282,25,1551,340,0003650,10,8,10,1,1,5,5,5,3,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
23283,25,776,340,0003650,6,7,7,1,1,3,1,1,1,1,4,1,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0
23284,25,2327,340,0003650,7,5,9,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
23285,25,1701,340,0003651,10,5,9,1,1,2,3,1,2,3,2,2,2,0,0,0,0,0,0,0,7,1,0,0,0,1,1
23286,25,1701,340,0003651,9,9,9,1,1,4,5,2,1,3,5,2,3,0,0,0,0,0,0,0,7,0,0,0,0,1,1
23287,25,2461,340,0003651,8,3,8,1,0,3,1,1,3,3,5,1,2,0,0,0,0,0,0,0,3,1,0,0,1,0,0
23288,25,1701,340,0003651,8,5,8,1,1,1,1,3,1,2,4,1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0
23289,25,2308,340,0003652,10,7,10,1,1,2,2,1,2,4,4,4,5,0,0,0,0,0,0,0,7,1,0,0,0,0,0
